-5.176971435546875000e+00,1.814139366149902344e+00
-4.434234619140625000e+00,2.042854309082031250e+00
-3.728530883789062500e+00,2.219190120697021484e+00
-3.004898071289062500e+00,2.364574909210205078e+00
-2.202713012695312500e+00,2.488538265228271484e+00
-1.382339477539062500e+00,2.580221652984619141e+00
-5.467681884765625000e-01,2.644186496734619141e+00
3.023834228515625000e-01,2.685384273529052734e+00
1.162292480468750000e+00,2.708749055862426758e+00
2.032699584960937500e+00,2.720064163208007812e+00
2.912063598632812500e+00,2.723160266876220703e+00
3.731719970703125000e+00,2.719120979309082031e+00
4.627838134765625000e+00,2.708672761917114258e+00
5.532577514648437500e+00,2.692372560501098633e+00
6.447204589843750000e+00,2.670954942703247070e+00
7.300354003906250000e+00,2.649262428283691406e+00
8.235427856445312500e+00,2.626163959503173828e+00
9.183044433593750000e+00,2.604014158248901367e+00
1.006871032714843750e+01,2.585637331008911133e+00
1.096549987792968750e+01,2.570168733596801758e+00
1.187394714355468750e+01,2.557840108871459961e+00
1.287153625488281250e+01,2.547387123107910156e+00
1.380534362792968750e+01,2.539616823196411133e+00
1.475158691406250000e+01,2.533685684204101562e+00
1.579003906250000000e+01,2.529280900955200195e+00
1.683924865722656250e+01,2.526566267013549805e+00
1.789584350585937500e+01,2.525216817855834961e+00
1.887460327148437500e+01,2.525613069534301758e+00
1.993734741210937500e+01,2.528157949447631836e+00
2.100260925292968750e+01,2.532335281372070312e+00
2.206927490234375000e+01,2.537734746932983398e+00
2.305503845214843750e+01,2.543777465820312500e+00
2.412422180175781250e+01,2.551961183547973633e+00
2.519520568847656250e+01,2.562308788299560547e+00
2.627050781250000000e+01,2.574733972549438477e+00
2.726812744140625000e+01,2.587964534759521484e+00
2.835560607910156250e+01,2.603813648223876953e+00
2.936669921875000000e+01,2.618909358978271484e+00
3.047065734863281250e+01,2.633712291717529297e+00
3.149804687500000000e+01,2.644909381866455078e+00
3.262106323242187500e+01,2.654826402664184570e+00
3.375190734863281250e+01,2.663106679916381836e+00
3.488909912109375000e+01,2.669825315475463867e+00
3.603167724609375000e+01,2.676270723342895508e+00
3.709286499023437500e+01,2.682436227798461914e+00
3.824679565429687500e+01,2.688912391662597656e+00
3.940411376953125000e+01,2.694955825805664062e+00
4.047384643554687500e+01,2.699305772781372070e+00
4.154324340820312500e+01,2.701782941818237305e+00
4.261079406738281250e+01,2.702484130859375000e+00
4.376445007324218750e+01,2.700976848602294922e+00
4.491539001464843750e+01,2.696312665939331055e+00
4.606326293945312500e+01,2.689255475997924805e+00
4.720849609375000000e+01,2.682060003280639648e+00
4.835079956054687500e+01,2.677443265914916992e+00
4.940293884277343750e+01,2.676606416702270508e+00
5.054011535644531250e+01,2.679752826690673828e+00
5.158448791503906250e+01,2.685928821563720703e+00
5.270738220214843750e+01,2.694380521774291992e+00
5.382034301757812500e+01,2.701948642730712891e+00
5.483874511718750000e+01,2.709627151489257812e+00
5.593031311035156250e+01,2.718038320541381836e+00
5.692497253417968750e+01,2.726389884948730469e+00
5.798869323730468750e+01,2.736379384994506836e+00
5.895849609375000000e+01,2.746546983718872070e+00
5.991708374023437500e+01,2.758162975311279297e+00
6.094293212890625000e+01,2.773025989532470703e+00
6.187850952148437500e+01,2.788703203201293945e+00
6.287994384765625000e+01,2.807285785675048828e+00
6.379289245605468750e+01,2.825186967849731445e+00
6.469512939453125000e+01,2.842915534973144531e+00
6.558665466308593750e+01,2.859229326248168945e+00
6.654080200195312500e+01,2.873467206954956055e+00
6.741064453125000000e+01,2.881603479385375977e+00
6.834077453613281250e+01,2.880306482315063477e+00
6.925439453125000000e+01,2.876460552215576172e+00
7.008436584472656250e+01,2.872646570205688477e+00
7.096916198730468750e+01,2.868522644042968750e+00
7.177249145507812500e+01,2.865275144577026367e+00
7.262899780273437500e+01,2.864371776580810547e+00
7.347317504882812500e+01,2.867387056350708008e+00
7.423318481445312500e+01,2.863548040390014648e+00
7.503726196289062500e+01,2.866150617599487305e+00
7.581892395019531250e+01,2.875810861587524414e+00
7.658355712890625000e+01,2.878877878189086914e+00
7.733460998535156250e+01,2.881868362426757812e+00
7.801741027832031250e+01,2.883958816528320312e+00
7.874623107910156250e+01,2.884960174560546875e+00
7.940968322753906250e+01,2.884886741638183594e+00
8.006411743164062500e+01,2.884271383285522461e+00
8.076339721679687500e+01,2.882858276367187500e+00
8.145208740234375000e+01,2.881050586700439453e+00
8.207884216308593750e+01,2.879444360733032227e+00
8.274827575683593750e+01,2.878235340118408203e+00
8.340731811523437500e+01,2.877773523330688477e+00
8.405632019042968750e+01,2.877590179443359375e+00
8.464665222167968750e+01,2.878126382827758789e+00
8.527560424804687500e+01,2.879609346389770508e+00
8.589099121093750000e+01,2.881221771240234375e+00
8.644532775878906250e+01,2.882869958877563477e+00
8.702888488769531250e+01,2.884898424148559570e+00
8.759350585937500000e+01,2.886569023132324219e+00
8.809677124023437500e+01,2.888595104217529297e+00
8.863082885742187500e+01,2.889973163604736328e+00
8.911470031738281250e+01,2.890501737594604492e+00
8.958718872070312500e+01,2.890524625778198242e+00
9.008460998535156250e+01,2.890477895736694336e+00
9.053163146972656250e+01,2.891129016876220703e+00
9.100630187988281250e+01,2.892672777175903320e+00
9.143676757812500000e+01,2.894354343414306641e+00
