x,y,yaw,speed_x,speed_y,time
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.05000000074505806
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.07500000111758709
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.10000000149011612
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.12500000186264515
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.15000000223517418
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.1750000026077032
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.20000000298023224
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.22500000335276127
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.2500000037252903
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.27500000409781933
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.30000000447034836
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.3250000048428774
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.3500000052154064
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.37500000558793545
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.4000000059604645
-143.0,-4.0,-179.99996948242188,0.0,0.0,0.4250000063329935
-143.0,-4.0,-179.99996948242188,-6.653856132743385e-08,4.644773241579969e-07,0.45000000670552254
-143.0,-4.0,-179.99996948242188,-6.515959967146046e-07,1.17053707526793e-06,0.47500000707805157
-143.0,-4.0,-179.99996948242188,4.470452381610812e-07,-4.893141749562346e-07,0.5000000074505806
-143.0,-4.0,-179.99996948242188,-4.294542943483748e-09,8.549222485498831e-08,0.5250000078231096
-143.0,-4.0,-179.99996948242188,0.002640211023390293,0.0020162235014140606,0.5500000081956387
-143.0001983642578,-4.0002264976501465,-179.99935913085938,0.0015073620015755296,0.003430778393521905,0.5750000085681677
-143.00033569335938,-4.000380516052246,-179.99893188476562,0.0010791316162794828,0.0022697513923048973,0.6000000089406967
-143.0004119873047,-4.0004754066467285,-179.99864196777344,0.0007043535588309169,0.0013335247058421373,0.6250000093132257
-143.00047302246094,-4.000522613525391,-179.9984588623047,0.0003874533576890826,0.000595905992668122,0.6500000096857548
-143.00048828125,-4.000532627105713,-179.99839782714844,0.0001284986938117072,3.1764033337822184e-05,0.6750000100582838
